run_accession	sample_alias	sample_accession	sample_title	experiment_accession	fastq_ftp	submitted_ftp	submitted_md5	submitted_bytes	library_strategy	library_source	library_selection	instrument_platform	read_count	base_count
ERR4059672	VK279	SAMEA6800034	Viking Age human sample	ERX4058457	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059672/ERR4059672.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059672/VK279.final.bam	6f86c2c0117adda8002ed382df04d22c	7378642451	WGS	GENOMIC	RANDOM PCR	ILLUMINA	111880296	7407707542
ERR4059674	VK281	SAMEA6800036	Viking Age human sample	ERX4058459	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059674/ERR4059674.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059674/VK281.final.bam	84fad52e35de91687934f94b5130c64e	6500317753	WGS	GENOMIC	RANDOM PCR	ILLUMINA	97719255	6333807918
ERR4059677	VK285	SAMEA6800039	Viking Age human sample	ERX4058462	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059677/ERR4059677.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059677/VK285.final.bam	c10d5aa5efa4803e17ede6a6084dcd6e	2057437909	WGS	GENOMIC	RANDOM PCR	ILLUMINA	30003367	2039996633
ERR4059679	VK287	SAMEA6800041	Viking Age human sample	ERX4058464	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059679/ERR4059679.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059679/VK287.final.bam	9ba658f65e644f6868307696cc3237db	1717610157	WGS	GENOMIC	RANDOM PCR	ILLUMINA	24821769	1545283293
ERR4059686	VK295	SAMEA6800048	Viking Age human sample	ERX4058471	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059686/ERR4059686.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059686/VK295.final.bam	af6dfe63aef52c921528bd88bba0c562	1878253560	WGS	GENOMIC	RANDOM PCR	ILLUMINA	28510687	1764119855
ERR4059687	VK296	SAMEA6800049	Viking Age human sample	ERX4058472	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059687/ERR4059687.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059687/VK296.final.bam	b55be4aa6a147dac99d93dfa26eb773b	1644982227	WGS	GENOMIC	RANDOM PCR	ILLUMINA	26499893	1416832934
ERR4059688	VK297	SAMEA6800050	Viking Age human sample	ERX4058473	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059688/ERR4059688.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059688/VK297.final.bam	579430c699ab0d692edbcd83ca43a704	2159581129	WGS	GENOMIC	RANDOM PCR	ILLUMINA	33301649	2065459136
ERR4059689	VK298	SAMEA6800051	Viking Age human sample	ERX4058474	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059689/ERR4059689.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059689/VK298.final.bam	71cc3c186b76dbcda3882b23953da20a	1240361521	WGS	GENOMIC	RANDOM PCR	ILLUMINA	19514234	1232404432
ERR4059691	VK301	SAMEA6800053	Viking Age human sample	ERX4058476	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059691/ERR4059691.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059691/VK301.final.bam	1014d44a8143ca7efbf8067aaa3e27b4	2354476462	WGS	GENOMIC	RANDOM PCR	ILLUMINA	36186456	2262451973
ERR4059693	VK304	SAMEA6800055	Viking Age human sample	ERX4058478	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059693/ERR4059693.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059693/VK304.final.bam	921e49510407ad8486df8edb79041b52	34097830	WGS	GENOMIC	RANDOM PCR	ILLUMINA	528230	32516989
ERR4059694	VK306	SAMEA6800056	Viking Age human sample	ERX4058479	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059694/ERR4059694.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059694/VK306.final.bam	0535abe568636f191889deefde6574ca	3185162185	WGS	GENOMIC	RANDOM PCR	ILLUMINA	46939415	3257103536
ERR4059695	VK308	SAMEA6800057	Viking Age human sample	ERX4058480	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059695/ERR4059695.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059695/VK308.final.bam	d0099e2b86c1d5d98237d4fdbb25b244	4494850556	WGS	GENOMIC	RANDOM PCR	ILLUMINA	69386355	4503110437
ERR4059697	VK312	SAMEA6800059	Viking Age human sample	ERX4058482	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059697/ERR4059697.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059697/VK312.final.bam	a65b846635cb5339d0f7b851a05d7d11	1134284393	WGS	GENOMIC	RANDOM PCR	ILLUMINA	18024684	1122576059
ERR4059698	VK313	SAMEA6800060	Viking Age human sample	ERX4058483	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059698/ERR4059698.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059698/VK313.final.bam	106c7b6e52e23a771eb1747a04a9d10b	997806715	WGS	GENOMIC	RANDOM PCR	ILLUMINA	14933941	975911872
ERR4059703	VK318	SAMEA6800065	Viking Age human sample	ERX4058488	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059703/ERR4059703.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059703/VK318.final.bam	2f7e0ff048fca8d2f3261bfaca2ee8f1	10800164	WGS	GENOMIC	RANDOM PCR	ILLUMINA	163898	9283470
ERR4059705	VK320	SAMEA6800067	Viking Age human sample	ERX4058490	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059705/ERR4059705.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059705/VK320.final.bam	87720387591f1a32e437b079ea4bb214	4424881136	WGS	GENOMIC	RANDOM PCR	ILLUMINA	62620871	4235881923
ERR4059712	VK328	SAMEA6800074	Viking Age human sample	ERX4058497	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059712/ERR4059712.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059712/VK328.final.bam	d2e2f7976138ae025900ff83f399ead4	4253939446	WGS	GENOMIC	RANDOM PCR	ILLUMINA	64084565	3534188305
ERR4059717	VK334	SAMEA6800079	Viking Age human sample	ERX4058502	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059717/ERR4059717.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059717/VK334.final.bam	1e4f3f5a555ff211b658dbc5766f2dc4	2059592696	WGS	GENOMIC	RANDOM PCR	ILLUMINA	28774073	1714386394
ERR4059718	VK335	SAMEA6800080	Viking Age human sample	ERX4058503	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059718/ERR4059718.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059718/VK335.final.bam	bb9360216fc1a7ebb5f7fa1f410f84ad	3783263436	WGS	GENOMIC	RANDOM PCR	ILLUMINA	55071560	3275177541
ERR4059720	VK337	SAMEA6800082	Viking Age human sample	ERX4058505	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059720/ERR4059720.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059720/VK337.final.bam	a11ff44984ee1fff4d4a68f65c0c057c	6228561834	WGS	GENOMIC	RANDOM PCR	ILLUMINA	96776328	6320577219
ERR4059724	VK342	SAMEA6800086	Viking Age human sample	ERX4058509	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059724/ERR4059724.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059724/VK342.final.bam	86727787abf983b62cd6ed5ff2302a74	5003370506	WGS	GENOMIC	RANDOM PCR	ILLUMINA	73617249	4323664506
ERR4059726	VK344	SAMEA6800088	Viking Age human sample	ERX4058511	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059726/ERR4059726.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059726/VK344.final.bam	2c5a00d10f59499bc7c24a938c6187cb	3631081188	WGS	GENOMIC	RANDOM PCR	ILLUMINA	53393101	3042163330
ERR4059729	VK347	SAMEA6800091	Viking Age human sample	ERX4058514	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059729/ERR4059729.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059729/VK347.final.bam	3446a739134a58d8be4caa376a566629	50302518	WGS	GENOMIC	RANDOM PCR	ILLUMINA	802645	46979217
ERR4059732	VK350	SAMEA6800094	Viking Age human sample	ERX4058517	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059732/ERR4059732.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059732/VK350.final.bam	676cf27c79928e97e480ea95af8e4e53	4988373956	WGS	GENOMIC	RANDOM PCR	ILLUMINA	73206173	4813117130
ERR4059733	VK352	SAMEA6800095	Viking Age human sample	ERX4058518	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059733/ERR4059733.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059733/VK352.final.bam	0e3c28fa47f4be38e35050f77d1342e3	4020853815	WGS	GENOMIC	RANDOM PCR	ILLUMINA	56257843	3557504687
ERR4059739	VK359	SAMEA6800101	Viking Age human sample	ERX4058524	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059739/ERR4059739.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059739/VK359.final.bam	269543bd64b101c264aae1cc3bad63c8	21087438	WGS	GENOMIC	RANDOM PCR	ILLUMINA	315992	18145715
ERR4059740	VK361	SAMEA6800102	Viking Age human sample	ERX4058525	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059740/ERR4059740.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059740/VK361.final.bam	34c96aae7d1eb55858959f497d6c7408	3922095880	WGS	GENOMIC	RANDOM PCR	ILLUMINA	59662437	3892887230
ERR4059745	VK366	SAMEA6800107	Viking Age human sample	ERX4058530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059745/ERR4059745.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059745/VK366.final.bam	81041f75e4eea7d095e8de5c30ebbbf1	2195320764	WGS	GENOMIC	RANDOM PCR	ILLUMINA	33211698	2087749424
ERR4059746	VK367	SAMEA6800108	Viking Age human sample	ERX4058531	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059746/ERR4059746.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059746/VK367.final.bam	57c0dd53d78c5c92ed1f6150454f4493	3248149727	WGS	GENOMIC	RANDOM PCR	ILLUMINA	47375073	3258884518
ERR4059747	VK368	SAMEA6800109	Viking Age human sample	ERX4058532	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059747/ERR4059747.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059747/VK368.final.bam	63f5284b2005b3c95e3c66764e79288a	3850092777	WGS	GENOMIC	RANDOM PCR	ILLUMINA	56711969	3884304016
ERR4059754	VK380	SAMEA6800116	Viking Age human sample	ERX4058539	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059754/ERR4059754.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059754/VK380.final.bam	9066d8d7fcf84237eab8bd8885d93afc	378894851	WGS	GENOMIC	RANDOM PCR	ILLUMINA	6015331	327056519
ERR4059756	VK383	SAMEA6800118	Viking Age human sample	ERX4058541	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059756/ERR4059756.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059756/VK383.final.bam	b804357d5aadd22160b35b6146441cc9	149094094	WGS	GENOMIC	RANDOM PCR	ILLUMINA	2218845	135163002
ERR4059761	VK388	SAMEA6800123	Viking Age human sample	ERX4058546	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059761/ERR4059761.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059761/VK388.final.bam	3bdad5a40d838e208cd9742751d10ae9	3208927473	WGS	GENOMIC	RANDOM PCR	ILLUMINA	51274903	3018521651
ERR4059763	VK390	SAMEA6800125	Iron Age human sample	ERX4058548	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059763/ERR4059763.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059763/VK390.final.bam	08e47f2401df3df7a721a561d60e5b31	4538373619	WGS	GENOMIC	RANDOM PCR	ILLUMINA	71909103	4479038232
ERR4059774	VK401	SAMEA6800136	Viking Age human sample	ERX4058559	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059774/ERR4059774.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059774/VK401.final.bam	b23ee768ec0680aad67041cfc9244e91	4140984470	WGS	GENOMIC	RANDOM PCR	ILLUMINA	59698860	3900557412
ERR4059775	VK402	SAMEA6800137	Viking Age human sample	ERX4058560	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059775/ERR4059775.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059775/VK402.final.bam	dfa1bf769f9b728f8246f91207794821	5216636616	WGS	GENOMIC	RANDOM PCR	ILLUMINA	77454619	4740065840
ERR4059779	VK406	SAMEA6800141	Viking Age human sample	ERX4058564	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059779/ERR4059779.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059779/VK406.final.bam	f631d04434b01ad62ace786f06dc9a55	4405017871	WGS	GENOMIC	RANDOM PCR	ILLUMINA	64782532	4011314588
ERR4059782	VK409	SAMEA6800144	Viking Age human sample	ERX4058567	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059782/ERR4059782.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059782/VK409.final.bam	43a181c904d58df5a8a3ef372933aaef	609824993	WGS	GENOMIC	RANDOM PCR	ILLUMINA	8833321	519877960
ERR4059785	VK413	SAMEA6800147	Viking Age human sample	ERX4058570	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059785/ERR4059785.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059785/VK413.final.bam	0875e70d524def9d7e9b616cbab48c45	108621387	WGS	GENOMIC	RANDOM PCR	ILLUMINA	1597557	82373513
ERR4059786	VK414	SAMEA6800148	Viking Age human sample	ERX4058571	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059786/ERR4059786.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059786/VK414.final.bam	07653883ea5da51c2f795b44ee41fa11	4413210900	WGS	GENOMIC	RANDOM PCR	ILLUMINA	70578548	3793648946
ERR4059787	VK415	SAMEA6800149	Viking Age human sample	ERX4058572	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059787/ERR4059787.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059787/VK415.final.bam	c1b1ed4ec1670a6ca11d641e6cf4bff3	4353595947	WGS	GENOMIC	RANDOM PCR	ILLUMINA	66897204	3776778039
ERR4059790	VK419	SAMEA6800152	Viking Age human sample	ERX4058575	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059790/ERR4059790.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059790/VK419.final.bam	477ebf5e5108713d22fdeeb57c91dd29	4403378830	WGS	GENOMIC	RANDOM PCR	ILLUMINA	66750978	3818854181
ERR4059791	VK420	SAMEA6800153	Viking Age human sample	ERX4058576	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059791/ERR4059791.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059791/VK420.final.bam	a3771ab47a8390f29e7ef5a1c03dc1ec	5422282012	WGS	GENOMIC	RANDOM PCR	ILLUMINA	84738508	4748882079
ERR4059793	VK422	SAMEA6800155	Viking Age human sample	ERX4058578	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059793/ERR4059793.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059793/VK422.final.bam	b2454f90b8fdb83b888a1457c861f90d	3838017885	WGS	GENOMIC	RANDOM PCR	ILLUMINA	58824844	3314005283
ERR4059795	VK425	SAMEA6800157	Viking Age human sample	ERX4058580	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059795/ERR4059795.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059795/VK425.final.bam	0349f3da12d0a68cb997038e603e30f5	456057429	WGS	GENOMIC	RANDOM PCR	ILLUMINA	6434708	368490062
ERR4059797	VK427	SAMEA6800159	Viking Age human sample	ERX4058582	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059797/ERR4059797.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059797/VK427.final.bam	9a53d3dd4819e96d198c1951bcfaf09e	401387742	WGS	GENOMIC	RANDOM PCR	ILLUMINA	5375861	343196590
ERR4059798	VK428	SAMEA6800160	Viking Age human sample	ERX4058583	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/008/ERR4059798/ERR4059798.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059798/VK428.final.bam	0626ddb362cb627e74b1b43d96a68f0e	671088630	WGS	GENOMIC	RANDOM PCR	ILLUMINA	10071107	556909234
ERR4059800	VK430	SAMEA6800162	Viking Age human sample	ERX4058585	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059800/ERR4059800.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059800/VK430.final.bam	27a4f8f6239b138abcee9d770359fcf9	690445189	WGS	GENOMIC	RANDOM PCR	ILLUMINA	11271278	551003541
ERR4059802	VK432	SAMEA6800164	Viking Age human sample	ERX4058587	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059802/ERR4059802.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059802/VK432.final.bam	e5c626f79f517329c5aad5009a7f808e	966493177	WGS	GENOMIC	RANDOM PCR	ILLUMINA	13816804	940408314
ERR4059804	VK434	SAMEA6800166	Viking Age human sample	ERX4058589	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059804/ERR4059804.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059804/VK434.final.bam	dce6e98468f819f14f5a03a25cfef281	880309409	WGS	GENOMIC	RANDOM PCR	ILLUMINA	12775725	794721763
ERR4059805	VK435	SAMEA6800167	Viking Age human sample	ERX4058590	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059805/ERR4059805.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059805/VK435.final.bam	9aa5eaf24fe0320f6fb4f06b71ca6ca3	194677931	WGS	GENOMIC	RANDOM PCR	ILLUMINA	2722991	180003864
ERR4059809	VK440	SAMEA6800171	Viking Age human sample	ERX4058594	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059809/ERR4059809.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059809/VK440.final.bam	3adaa166f02d2af6f2d80977577e8631	240498421	WGS	GENOMIC	RANDOM PCR	ILLUMINA	3399771	220335201
ERR4059813	VK444	SAMEA6800175	Viking Age human sample	ERX4058598	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059813/ERR4059813.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059813/VK444.final.bam	787faab38b4973a14aadcae93a2cf800	2590025233	WGS	GENOMIC	RANDOM PCR	ILLUMINA	40898656	2456196479
ERR4059815	VK446	SAMEA6800177	Viking Age human sample	ERX4058600	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059815/ERR4059815.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059815/VK446.final.bam	a86108a9ae6f65b7ec81663e87bfeca8	5187697059	WGS	GENOMIC	RANDOM PCR	ILLUMINA	80921424	4739592951
ERR4059816	VK448	SAMEA6800178	Viking Age human sample	ERX4058601	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/006/ERR4059816/ERR4059816.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059816/VK448.final.bam	a147ef64899ffdc15b64832dd4f5da1a	7114262967	WGS	GENOMIC	RANDOM PCR	ILLUMINA	114311116	6905200076
ERR4059817	VK449	SAMEA6800179	Viking Age human sample	ERX4058602	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059817/ERR4059817.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059817/VK449.final.bam	c6bee5a2c66da0470a49e98fb7fd5b73	4724034821	WGS	GENOMIC	RANDOM PCR	ILLUMINA	71560150	4430106549
ERR4059819	VK452	SAMEA6800181	Viking Age human sample	ERX4058604	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059819/ERR4059819.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059819/VK452.final.bam	f9b4eee96f8acb7d9bddbf780b8c17cb	776785370	WGS	GENOMIC	RANDOM PCR	ILLUMINA	11710645	706404980
ERR4059820	VK453	SAMEA6800182	Viking Age human sample	ERX4058605	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/000/ERR4059820/ERR4059820.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059820/VK453.final.bam	bc81aed0962d1feab97126963fdbf4e0	575790460	WGS	GENOMIC	RANDOM PCR	ILLUMINA	8625976	515354536
ERR4059822	VK455	SAMEA6800184	Viking Age human sample	ERX4058607	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059822/ERR4059822.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059822/VK455.final.bam	f3524d2c6eafbcd0602fb6d43036408b	4657051305	WGS	GENOMIC	RANDOM PCR	ILLUMINA	71654762	4962142615
ERR4059829	VK462	SAMEA6800191	Viking Age human sample	ERX4058614	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/009/ERR4059829/ERR4059829.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059829/VK462.final.bam	daa8a18df8957cffcfc8232944a8f321	279121480	WGS	GENOMIC	RANDOM PCR	ILLUMINA	3966170	270428593
ERR4059831	VK464	SAMEA6800193	Viking Age human sample	ERX4058616	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059831/ERR4059831.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059831/VK464.final.bam	55a7ff790e28b64f0ee4f7dfdea2006d	251766606	WGS	GENOMIC	RANDOM PCR	ILLUMINA	3533294	253183871
ERR4059833	VK467	SAMEA6800195	Viking Age human sample	ERX4058618	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059833/ERR4059833.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059833/VK467.final.bam	9eabb6a8473dce93b3ff5c31b04a3030	43479841	WGS	GENOMIC	RANDOM PCR	ILLUMINA	696430	34770706
ERR4059842	VK476	SAMEA6800204	Viking Age human sample	ERX4058627	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/002/ERR4059842/ERR4059842.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059842/VK476.final.bam	0aa6bfc456ffeddac80acbe492e8d205	366350134	WGS	GENOMIC	RANDOM PCR	ILLUMINA	5357669	361562283
ERR4059843	VK477	SAMEA6800205	Viking Age human sample	ERX4058628	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059843/ERR4059843.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059843/VK477.final.bam	9203464d8f4970b8a3710b6898a2c078	3587521586	WGS	GENOMIC	RANDOM PCR	ILLUMINA	53207257	3608369649
ERR4059845	VK479	SAMEA6800207	Viking Age human sample	ERX4058630	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/005/ERR4059845/ERR4059845.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059845/VK479.final.bam	8c509cb6a8bd3d905f83fd29c5a51ae1	5404590875	WGS	GENOMIC	RANDOM PCR	ILLUMINA	84145797	5626230742
ERR4059847	VK481	SAMEA6800209	Viking Age human sample	ERX4058632	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/007/ERR4059847/ERR4059847.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059847/VK481.final.bam	6cafc9980635cabe27845dbda318b151	4746522838	WGS	GENOMIC	RANDOM PCR	ILLUMINA	72072870	4398136429
ERR4059851	VK485	SAMEA6800213	Viking Age human sample	ERX4058636	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059851/ERR4059851.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059851/VK485.final.bam	1e557365b653742639e25dc5d098a0b3	2177506401	WGS	GENOMIC	RANDOM PCR	ILLUMINA	32281936	2195634935
ERR4059854	VK488	SAMEA6800216	Viking Age human sample	ERX4058639	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/004/ERR4059854/ERR4059854.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059854/VK488.final.bam	0990f6c7819d9c96fa58bc9d0229222b	3341156252	WGS	GENOMIC	RANDOM PCR	ILLUMINA	51657859	2788794594
ERR4059861	VK495	SAMEA6800223	Viking Age human sample	ERX4058646	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/001/ERR4059861/ERR4059861.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059861/VK495.final.bam	0cf269d53532d2fcd53e61495a08bdeb	4008667238	WGS	GENOMIC	RANDOM PCR	ILLUMINA	60880467	3538490717
ERR4059863	VK497	SAMEA6800225	Viking Age human sample	ERX4058648	ftp.sra.ebi.ac.uk/vol1/fastq/ERR405/003/ERR4059863/ERR4059863.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR405/ERR4059863/VK497.final.bam	b2590ed3d015d1cfeac48098f7240619	4955584494	WGS	GENOMIC	RANDOM PCR	ILLUMINA	75958645	4480535640
