run_accession	sample_alias	sample_accession	sample_title	experiment_accession	fastq_ftp	submitted_ftp	submitted_md5	submitted_bytes	library_strategy	library_source	library_selection	instrument_platform	read_count	base_count
ERR3324926	I1020	SAMEA5608031	Ancient Central and South Asia	ERX3349661	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/006/ERR3324926/ERR3324926.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324926/I1020.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324926/I1020.bam.bai	d4b19f645022b233be48524a14eb7f5c;a407027c0e5409bb5da47cb7f2fe2d56	532434307;6113872	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	9281372	483684439
ERR3324927	I0354	SAMEA5608048	Ancient Central and South Asia	ERX3349662	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/007/ERR3324927/ERR3324927.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324927/I0354.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324927/I0354.bam.bai	06c6969400d96b1dbfef6125713962ef;983115fd7bc53088a3fe3d8d349f930f	392460604;6058272	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	5802079	371625173
ERR3324928	I1058	SAMEA5608032	Ancient Central and South Asia	ERX3349663	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/008/ERR3324928/ERR3324928.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324928/I1058.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324928/I1058.bam.bai	03fa7a5ea186a1c405804b201009bf35;00bc8364bcf8cab0cbbafb3d00c181b2	262763039;5960112	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	4378699	242770847
ERR3324930	I8218	SAMEA5607595	Ancient Central and South Asia	ERX3349665		ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324930/I8218.bam	0e7c2407b4941fa51ab31c9dba798191	1529098150	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	31785917	1463234532
ERR3324931	I8220	SAMEA5607596	Ancient Central and South Asia	ERX3349666		ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324931/I8220.bam	cb5fbf85f188fa470b61630b61f37af2	923820947	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	19013841	859501964
ERR3324933	I7717	SAMEA5607930	Ancient Central and South Asia	ERX3349668		ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324933/I7717.bam	50ff458cc3506900a1f664ff9a9ccf31	835819209	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	17257753	848864697
ERR3324939	I6896	SAMEA5607936	Ancient Central and South Asia	ERX3349674	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/009/ERR3324939/ERR3324939.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324939/I6896.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324939/I6896.bam.bai	1456c526059573279ac41327f5c8209f;7fa69e30531df03b52b4d093745ea96d	626193443;6156832	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	11721330	600378174
ERR3324941	I6891	SAMEA5607938	Ancient Central and South Asia	ERX3349676	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/001/ERR3324941/ERR3324941.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324941/I6891.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324941/I6891.bam.bai	81270e312878f6184f4750d1d277bc59;3a1febc0cf141044bbec68548d082732	881013686;6187232	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	17855941	861763162
ERR3324942	I7718	SAMEA5607939	Ancient Central and South Asia	ERX3349677		ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324942/I7718.bam	793916863d9083a5b9972af9ed2f74e5	525091540	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	10765281	503584889
ERR3324943	I2954	SAMEA5607940	Ancient Central and South Asia	ERX3349678	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/003/ERR3324943/ERR3324943.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324943/I2954.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324943/I2954.bam.bai	f9bb51410151a1c7aced02717268003d;d7aad0ebfa06b34717f68968b48e1e2d	2664294;2422208	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	49802	2056263
ERR3324944	I7715	SAMEA5607608	Ancient Central and South Asia	ERX3349679		ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324944/I7715.bam	94abd22b990410e00cfe68d6a5fafe51	1002778081	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	19922527	1040199404
ERR3324945	I1808	SAMEA5607913	Ancient Central and South Asia	ERX3349680	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/005/ERR3324945/ERR3324945.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324945/I1808.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324945/I1808.bam.bai	b399404cd20efcf2ca8854d13e806e0c;32a44a4722f0fd9b79b21b67cc968550	19906303;4782520	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	341666	18292330
ERR3324948	I2959	SAMEA5608089	Ancient Central and South Asia	ERX3349683	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/008/ERR3324948/ERR3324948.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324948/I2959.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324948/I2959.bam.bai	e6c188f0a0a6232e4b2b8f5ce4ae4849;2ceec3b9199e7327808e3e764072e4f5	236571749;5891064	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	4748249	242931719
ERR3324952	I6550	SAMEA5607628	Ancient Central and South Asia	ERX3349687	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/002/ERR3324952/ERR3324952.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324952/I6550.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324952/I6550.bam.bai	1770e31d18288048425a24e8258bbbbf;a97b9403fca19393641662ef7238cdb6	311083366;5951944	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	6082147	313833541
ERR3324955	I3456	SAMEA5608053	Ancient Central and South Asia	ERX3349690	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/005/ERR3324955/ERR3324955.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324955/I3456.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324955/I3456.bam.bai	d8373e4dac85251125bbf4778e5afaed;72f30ae90d7f3d01b7a40804edc2eecf	16868704;4274152	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	308310	13907696
ERR3324958	I2921	SAMEA5608059	Ancient Central and South Asia	ERX3349693	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/008/ERR3324958/ERR3324958.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324958/I2921.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324958/I2921.bam.bai	d0712ec79076d441762d117390e7ee92;d92144803b03bdb23822867a33afa0cc	62364714;5648784	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	1174759	54638614
ERR3324959	I2925	SAMEA5608060	Ancient Central and South Asia	ERX3349694	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/009/ERR3324959/ERR3324959.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324959/I2925.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324959/I2925.bam.bai	a0d56356bfe8993b7f388fcf68c06517;bb8300dd0514c674dd4da0768cee1786	388376955;5977912	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	8127421	377849209
ERR3324971	I7671	SAMEA5607920	Ancient Central and South Asia	ERX3349706	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/001/ERR3324971/ERR3324971.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324971/I7671.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324971/I7671.bam.bai	5180f4b2d0ddc91cad71154beb8c9c6a;216216a2cea01be7c5afe71ffea8f269	526152125;6078840	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	10458232	490595101
ERR3324972	I8745	SAMEA5607921	Ancient Central and South Asia	ERX3349707		ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324972/I8745.bam	28997658b5e04ac3fede647c225bf062	264920157	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	4520248	280892586
ERR3324974	I7489	SAMEA5608091	Ancient Central and South Asia	ERX3349709	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/004/ERR3324974/ERR3324974.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324974/I7489.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324974/I7489.bam.bai	67c713c2fc512f7faff3da6263dd8937;1eb80fc1daf15b74a3041af40b0a975c	350950773;5995776	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	6730067	328940436
ERR3324975	I0231	SAMEA5608092	Ancient Central and South Asia	ERX3349710	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/005/ERR3324975/ERR3324975.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324975/I0231.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324975/I0231.bam.bai	3ecc68209970c9b4aa1088d0bc96e38b;9ed0ea01dbcdc272bba7a365bfe84047	2830118413;6990928	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	50262572	3075810239
ERR3324984	I6696	SAMEA5607640	Ancient Central and South Asia	ERX3349719	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/004/ERR3324984/ERR3324984.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324984/I6696.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324984/I6696.bam.bai	bd52917b019769abd5b4f873817cd021;96beb0abdbdd3853617e362530919fa9	710253293;6158272	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	13585527	701998890
ERR3324986	I7208	SAMEA5607642	Ancient Central and South Asia	ERX3349721	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/006/ERR3324986/ERR3324986.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324986/I7208.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324986/I7208.bam.bai	57440d2c52d77f366cd48d8714342c8b;c7a6ac1a9a896b9ffe20e0a7a467e8e8	487366588;6061656	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	9659670	464893805
ERR3324989	I5761	SAMEA5607757	Ancient Central and South Asia	ERX3349724	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/009/ERR3324989/ERR3324989.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324989/I5761.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324989/I5761.bam.bai	dbcff89918ffaf03a34080cea7509e7f;332a245fdd792e1c46ac6845c81bede9	11054472;4072048	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	202120	10716696
ERR3324992	I4779	SAMEA5607760	Ancient Central and South Asia	ERX3349727	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/002/ERR3324992/ERR3324992.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324992/I4779.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3324992/I4779.bam.bai	f78e895e3a33bf3e3d927578137d8a83;3d0bc6e00aea8c465a794f26ae9add56	377590763;5965248	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	7492720	398610490
ERR3325007	I0946	SAMEA5607917	Ancient Central and South Asia	ERX3349742	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/007/ERR3325007/ERR3325007.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325007/I0946.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325007/I0946.bam.bai	5efd946175166aadb6265cae2f31c476;f8abefe874691b784e0ec4e7d39fd172	58308099;5634424	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	953437	55820418
ERR3325008	I0944	SAMEA5607918	Ancient Central and South Asia	ERX3349743	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/008/ERR3325008/ERR3325008.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325008/I0944.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325008/I0944.bam.bai	fdb1aa63ff05e22fa5072738ce7c05eb;2f5d65b27986fb4d1587f7f015246a63	34130953;5342896	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	552930	29695927
ERR3325011	I1029	SAMEA5607985	Ancient Central and South Asia	ERX3349746	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/001/ERR3325011/ERR3325011.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325011/I1029.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325011/I1029.bam.bai	c472b7d7bab6483766cdbc4f8367e0b1;938a3fd920a44d0fca685532c32cf69e	389069994;6040080	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	6513265	366348841
ERR3325012	I1089	SAMEA5607986	Ancient Central and South Asia	ERX3349747	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/002/ERR3325012/ERR3325012.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325012/I1089.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325012/I1089.bam.bai	81938a0b96be602cf6c75e67ab200210;1f0975ce23754fd3e7ea5aeb113d6c5b	615578072;6171712	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	10299151	601493151
ERR3325015	I0939	SAMEA5607989	Ancient Central and South Asia	ERX3349750	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/005/ERR3325015/ERR3325015.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325015/I0939.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325015/I0939.bam.bai	c4df8fc90d5dff30d15a77596900b08c;1bf11272f16cbb010a8b6d68b512993d	227965032;5938840	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	3761665	233428270
ERR3325018	I1013	SAMEA5607992	Ancient Central and South Asia	ERX3349753	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/008/ERR3325018/ERR3325018.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325018/I1013.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325018/I1013.bam.bai	d3ecf1be1e84354ae9e729b0ff07f604;0c059233961f779f628fcc43a89f4629	20888272;4806976	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	359572	18648126
ERR3325030	I1064	SAMEA5608004	Ancient Central and South Asia	ERX3349765	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/000/ERR3325030/ERR3325030.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325030/I1064.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325030/I1064.bam.bai	271a9a2dbad9e98a765057dcb32c3348;30522bf57d3174326cfc31c74bc73db8	674530491;6198904	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	11691073	643013690
ERR3325033	I0942	SAMEA5608007	Ancient Central and South Asia	ERX3349768	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/003/ERR3325033/ERR3325033.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325033/I0942.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325033/I0942.bam.bai	52db795db5375802c7f7758cfa299871;5d3cfc1321b73339a41f00c5b3239545	90014846;5763288	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	1605885	85550701
ERR3325036	I1006	SAMEA5608010	Ancient Central and South Asia	ERX3349771	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/006/ERR3325036/ERR3325036.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325036/I1006.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325036/I1006.bam.bai	51b8c82835a463a95981128205da4270;5bd0cda129e18f0a6d3d0aa647a1e59b	62641203;5643368	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	1126263	58858289
ERR3325037	I1008	SAMEA5608011	Ancient Central and South Asia	ERX3349772	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/007/ERR3325037/ERR3325037.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325037/I1008.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325037/I1008.bam.bai	bcf9eaef83f186a7402a712ad4f2d9a1;85a3510089d6c72b64e5a9cb88f8c6f6	144377181;5865992	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	2455599	141195702
ERR3325040	I1082	SAMEA5608014	Ancient Central and South Asia	ERX3349775	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/000/ERR3325040/ERR3325040.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325040/I1082.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325040/I1082.bam.bai	0a24a7eb3c7fe8148d5f3d8665d5e80c;d4c10f21d231067904a1ce6deac69083	135248571;5843480	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	2395568	115126166
ERR3325041	I1011	SAMEA5608015	Ancient Central and South Asia	ERX3349776	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/001/ERR3325041/ERR3325041.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325041/I1011.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325041/I1011.bam.bai	808260f46a69efaef2acda42c4de7f02;02308f2736d608271fbf352a50c37c82	791762478;6254416	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	13526097	748163194
ERR3325044	I1086	SAMEA5608018	Ancient Central and South Asia	ERX3349779	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/004/ERR3325044/ERR3325044.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325044/I1086.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325044/I1086.bam.bai	bf6fd65d621eb5a080f0ae4b49504db2;6c0e98b7befb19125f754bdd0f3c22ef	262190671;5947920	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	4556402	233728782
ERR3325045	I0987	SAMEA5608019	Ancient Central and South Asia	ERX3349780	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/005/ERR3325045/ERR3325045.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325045/I0987.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325045/I0987.bam.bai	cca1e74e7340ce8e8fa797d0770f69b6;afa4fd667c1abd8d4afbdb0fef488836	175883386;5895304	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	2990239	174252088
ERR3325047	I0984	SAMEA5608021	Ancient Central and South Asia	ERX3349782	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/007/ERR3325047/ERR3325047.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325047/I0984.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325047/I0984.bam.bai	b57444d420446451ee4c31b9c30bfb98;feac8244790886443c96ef3d917e38b2	527504195;6113248	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	8992195	485842012
ERR3325049	I0422	SAMEA5608037	Ancient Central and South Asia	ERX3349784	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/009/ERR3325049/ERR3325049.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325049/I0422.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325049/I0422.bam.bai	5af7df37b95e3663cf9f6ed32b23dd99;5cfe09baf345c3dfafc86248a39dbfec	636927341;6159520	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	10568084	649843875
ERR3325053	I0430	SAMEA5608041	Ancient Central and South Asia	ERX3349788	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/003/ERR3325053/ERR3325053.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325053/I0430.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325053/I0430.bam.bai	5e8a7ad512ad1e055e0d75c35fce65eb;e03b7bccdaca20e52eb16f1c968f9c9c	1025512883;6296808	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	17499436	1093218437
ERR3325055	I0424	SAMEA5608043	Ancient Central and South Asia	ERX3349790	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/005/ERR3325055/ERR3325055.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325055/I0424.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325055/I0424.bam.bai	53c8b435f28dafbd57fd6514a0a64492;16a0b6fc788368d0dd5c5da094add388	325303797;6001200	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	4987905	304955515
ERR3325056	I0232	SAMEA5608044	Ancient Central and South Asia	ERX3349791	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/006/ERR3325056/ERR3325056.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325056/I0232.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325056/I0232.bam.bai	75bcc4e0684376888d527c183667080f;dab2052f72f8501eb518a73cb920a8bc	3014902291;6939384	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	47369093	2997184656
ERR3325061	I0985	SAMEA5608023	Ancient Central and South Asia	ERX3349796	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/001/ERR3325061/ERR3325061.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325061/I0985.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325061/I0985.bam.bai	58e5df151345f74f2bc3cb8c77199a3a;119302c2889e59edbf478bc53de8175d	28360575;5135472	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	495799	25327385
ERR3325070	I12255	SAMEA5607729	Ancient Central and South Asia	ERX3349805	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/000/ERR3325070/ERR3325070.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325070/I12255.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325070/I12255.bam.bai	63fe9253552e9971c992dc5c7bbda5b1;3728ad45b0ed2f4a0b893ce23868b917	3309053;2023456	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	29746	1332547
ERR3325071	I12472	SAMEA5607797	Ancient Central and South Asia	ERX3349806	ftp.sra.ebi.ac.uk/vol1/fastq/ERR332/001/ERR3325071/ERR3325071.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325071/I12472.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR332/ERR3325071/I12472.bam.bai	b3b453c96db07d79add072bcbfcc0ccb;01cbac6d0890a13ff9e00950c3d2563c	112051158;5578480	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	1178228	51830315
ERR4589254	I0987	SAMEA5608019	Ancient Central and South Asia	ERX4522916	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/004/ERR4589254/ERR4589254.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589254/I0987.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589254/I0987.MT.bam.bai	cca1e74e7340ce8e8fa797d0770f69b6;afa4fd667c1abd8d4afbdb0fef488836	175883386;5895304	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	2990239	174252088
ERR4589256	I10001	SAMEA5607874	Ancient Central and South Asia	ERX4522918		ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589256/I10001.MT.bam	daa2417cfd464dea6ee8f6598b5c06cb	679174844	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	13909525	681180950
ERR4589258	I10111	SAMEA5607982	Ancient Central and South Asia	ERX4522920		ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589258/I10111.MT.bam	ebe4927cbfb41ee3f96774d2290d780c	728146092	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	14840428	798960804
ERR4589262	I11214	SAMEA5607814	Ancient Central and South Asia	ERX4522924	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/002/ERR4589262/ERR4589262.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589262/I11214.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589262/I11214.MT.bam.bai	8069245cf9ee7632733e0d9b45170bc7;2fb14d2186f79e74f8402a40ce66059c	82918713;5783032	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	1546145	74787390
ERR4589265	I11460	SAMEA5607978	Ancient Central and South Asia	ERX4522927	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/005/ERR4589265/ERR4589265.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589265/I11460.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589265/I11460.MT.bam.bai	c844b3368bcb58b4dadeb4d62e87f7c2;fdef993998d24f684d40cf4872069cd7	12154669;4277768	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	273402	9111552
ERR4589267	I11462	SAMEA5607964	Ancient Central and South Asia	ERX4522929		ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589267/I11462.MT.bam	c46212549d2ff88f610e4f1a820d3967	789099490	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	16582050	744134302
ERR4589269	I11468	SAMEA5607969	Ancient Central and South Asia	ERX4522931	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/009/ERR4589269/ERR4589269.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589269/I11468.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589269/I11468.MT.bam.bai	af2db48b5e4af44ceb9640b0a5762898;fbc7275ea19bbb88c72f55315514c81e	67907688;5642208	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	1531962	55596428
ERR4589276	I11479	SAMEA5607959	Ancient Central and South Asia	ERX4522938	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/006/ERR4589276/ERR4589276.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589276/I11479.MT.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR4589276/I11479.MT.bam.bai	57c53ca4be361322d007b89a978210eb;962931851d396304843da7dc31b7af77	86129872;5719472	OTHER	GENOMIC	Hybrid Selection	ILLUMINA	1866388	73204411
